product_title,review_headline,review_date,Sentiment
Following the Light of Christ into His Presence,Following the light of christ,"Sunday, April 29, 2012",Positive
"Following the Path: The Search for a Life of Passion, Purpose, and Joy",Live a Life that's Worth Living... by Taking Meaningful Risks,"Tuesday, May 1, 2012",Positive
"Food Drying with an Attitude: A Fun and Fabulous Guide to Creating Snacks, Meals, and Crafts",Food Drying with an Attitude,"Monday, April 30, 2012",Positive
Food Service Menus: Pricing and Managing the Food Service Menu for Maximun Profit (The Food Service Professional Guide to Series 13),Food Service Manager,"Tuesday, May 1, 2012",Positive
Food Styling and Photography For Dummies,Good Foundation for Food Styling/Photography,"Wednesday, May 2, 2012",Positive
Food Styling and Photography For Dummies,Good basic overview but not very detailed information,"Monday, April 30, 2012",Positive
Food Styling and Photography For Dummies,"Inspiring, not overly technical","Monday, April 30, 2012",Positive
Fool Moon (Dresden Files),Good Series,"Tuesday, May 1, 2012",Negative
Football for Dummies,Decent Introduction,"Monday, April 30, 2012",Positive
"Footprints of the dragon;: A story of the Chinese and the Pacific railways, (Land of the free series)",History comes alive,"Tuesday, May 1, 2012",Positive
Footwear Design (Portfolio Skills. Fashion & Textiles),THE BOOK,"Tuesday, May 1, 2012",Positive
For All of Our Days,For All Our Days by Mary Pickens,"Sunday, April 29, 2012",Positive
For Cryin' Out Loud!,Intriguing Read,"Tuesday, May 1, 2012",Positive
"For My Children: A Mother's Journal of Memories, Wishes and Wisdom",Beautiful gift for a mother in your life,"Wednesday, May 2, 2012",Positive
"For My Children: A Mother's Journal of Memories, Wishes and Wisdom",The Ultimate Memoir Cheat Sheet,"Sunday, April 29, 2012",Positive
"For My Children: A Mother's Journal of Memories, Wishes and Wisdom",love it!,"Monday, April 30, 2012",Positive
For Myself Alone: A Jane Austen Inspired Novel,Shannon Winslow has done it again!,"Sunday, April 29, 2012",Positive
For Solo Violin: A Jewish Childhood in Fascist Italy,War Italian style,"Wednesday, May 2, 2012",Positive
For This Child I Prayed,For This Child I Prayed,"Wednesday, May 2, 2012",Positive
For Those Who Dare: 101 Great Christians and How They Changed the World,Enjoyable and inspiring book,"Wednesday, May 2, 2012",Positive
For Women Only: What You Need to Know about the Inner Lives of Men,Comedy gold,"Wednesday, May 2, 2012",Neutral
"For the Love of Israel: The Holy Land: From Past to Present. An A-Z Primer for Hachamin, Talmidim, Vatikim, Noodnikim, and Dreamers",A Joy,"Monday, April 30, 2012",Negative
For the Love of Scott!,Medicine for the soul,"Tuesday, May 1, 2012",Positive
"For the Love of the Horse, Volume III: Amazing True Stories About the Horses We Love (Volume 3)",For the Love of Learning,"Wednesday, May 2, 2012",Positive
"For the Thrill of It: Leopold, Loeb, and the Murder That Shocked Jazz Age Chicago","Compelling subject, drab execution","Monday, April 30, 2012",Positive
Forbidden Love (Dell Historical Romance),Should be forbidden reading,"Sunday, April 29, 2012",Negative
Forbidden Planet,Forbidden Planet - book review,"Monday, April 30, 2012",Positive
Forbidden Revelations: Tristan's Story,Horrible Grammar......,"Sunday, April 29, 2012",Negative
Force Decisions: A Citizen's Guide to Understanding How Police Determine Appropriate Use of Force,View from the other side,"Tuesday, May 1, 2012",Positive
Force of Nature (A Joe Pickett Novel),The best CJ Box yet,"Monday, April 30, 2012",Positive
Ford County: Stories,This author needs a reader!,"Tuesday, May 1, 2012",Negative
"Ford Pick-ups & Bronco 1980 thru 1996 2WD & 4WD Full-Size, F-100 thru F-350 Gasoline Engines (Haynes Manuals)",http://www.amazon.com/gp/aw/d/1563922134/ref=aw_cr_item_title,"Sunday, April 29, 2012",Positive
Forecasting for the Pharmaceutical Industry: Models for New Product And In-market Forecasting And How to Use Them,Methodology puts in question the validity of the whole book,"Monday, April 30, 2012",Positive
Foreign Bodies,I Cannot Finish This Novel,"Wednesday, May 2, 2012",Positive
Forest Born (Books of Bayern),Creating a balance and strength in a Forest Born girl,"Monday, April 30, 2012",Positive
Forest Song Cookbook,Forest Song Cookbook,"Monday, April 30, 2012",Positive
Forest Song: Letting Go,Forest Song:  Letting Go,"Sunday, April 29, 2012",Positive
"Forever (Shiver, Book 3) (Wolves of Mercy Falls)",Not for me,"Monday, April 30, 2012",Positive
Forever And Again,This is not good.....,"Sunday, April 29, 2012",Positive
Forever Faithful: The Complete Trilogy,Another great series by Karen Kingsbury!,"Monday, April 30, 2012",Positive
Forever Linked: A Mother's Journey Through Twin to Twin Transfusion Synrome,TTTS Manual for Anyone,"Tuesday, May 1, 2012",Positive
Forever in His Heart,good book,"Wednesday, May 2, 2012",Positive
Forever: A Becoming,Author,"Sunday, April 29, 2012",Positive
Forgive Me: A Novel,Strange Path to Forgiveness,"Wednesday, May 2, 2012",Positive
Forgiven (Demon Trappers),What an Amazing Series!,"Monday, April 30, 2012",Positive
Forgotten Arts and Crafts,A great comfort in times of hardship,"Wednesday, May 2, 2012",Positive
Forgotten Fatherland: The True Story of Nietzsche's Sister and Her Lost Aryan Colony,A good story to read !,"Wednesday, May 2, 2012",Positive
"Forgotten Founder, Drunken Prophet: The Life of Luther Martin (Lives of the Founders)",Not a traditional biog.,"Monday, April 30, 2012",Positive
Forgotten Horrors Vol. 5: The Atom Age,Another Great Addition to the FORGOTTEN HORRORS Series!,"Wednesday, May 2, 2012",Positive
Forgotten Warriors: Combat Art from Vietnam,Combat Art,"Tuesday, May 1, 2012",Positive
Forks Over Knives: The Plant-Based Way to Health,My mom loves it!,"Wednesday, May 2, 2012",Positive
Fort Pillow: A Novel of the Civil War,A solid Civil War novel,"Monday, April 30, 2012",Positive
Fortresses: An Airman's Story of Survival,Couldn't Put it Down!,"Monday, April 30, 2012",Positive
Fortunate Son: A Novel,Spellbinding,"Sunday, April 29, 2012",Positive
Forty Rules of Love,thought-provoking and enjoyable,"Monday, April 30, 2012",Positive
Forty Studies that Changed Psychology: Explorations into the History of Psychological Research (6th Edition),Useful material for every Ap or beginning psychology student,"Monday, April 30, 2012",Positive
Forum Level 1: Cahier D'Exercices (French Edition),I use it to teach French to my private students,"Wednesday, May 2, 2012",Positive
Four Corners: A Journey into the Heart of Papua New Guinea,Great read!,"Tuesday, May 1, 2012",Positive
Four Feet Tall and Rising: A Memoir,Four Feet Tall & Rising,"Monday, April 30, 2012",Positive
"Four Seasons in Rome: On Twins, Insomnia, and the Biggest Funeral in the History of the World",Buying this book for friends and relatives,"Wednesday, May 2, 2012",Positive
"Four Seasons in Rome: On Twins, Insomnia, and the Biggest Funeral in the History of the World",Rome with kids,"Tuesday, May 1, 2012",Positive
Four Views on the Spectrum of Evangelicalism (Counterpoints: Bible and Theology),Maybe Fundamentalism isn't so bad after all,"Wednesday, May 2, 2012",Positive
Fox's Book of Martyrs,Taking it slow!!,"Wednesday, May 2, 2012",Positive
Foxy the Cat,A Great Read for Kids!,"Monday, April 30, 2012",Positive
Fractals and Chaos: An illustrated course,An excellent intro,"Tuesday, May 1, 2012",Positive
Fragile Beginnings: Discoveries and Triumphs in the Newborn ICU (Harvard Health Publications Book),Advances in Neuroscience Made Human,"Wednesday, May 2, 2012",Positive
FrameShifting: A Path to Wholeness,An adventure in consciousness,"Sunday, April 29, 2012",Positive
Framed in Lace (Needlecraft Mystery),A Very Good Cozy Series,"Tuesday, May 1, 2012",Positive
Frameshifts: Part One,A Welcome Challenge,"Tuesday, May 1, 2012",Positive
Frank Zappa: In His Own Words,"Frank Zappa, Rock & Roll Genius","Sunday, April 29, 2012",Positive
Frankenstein: Lost Souls: A Novel,A breath of fresh air to the series,"Sunday, April 29, 2012",Positive
Frankenstein: Lost Souls: A Novel,Lost Souls,"Monday, April 30, 2012",Positive
"Franks, Romans, Feudalism, and Doctrine: An Interplay Between Theology and Society (Patriarch Athenagoras Memorial Lectures)",There never was a Byzantine Empire,"Tuesday, May 1, 2012",Positive
Frasier the Fir is Forever Green,Lovely story that touched my heart!,"Monday, April 30, 2012",Positive
Frat Boy and Toppy: Theta Alpha Gamma #1 (Volume 1),2012 Rainbow Awards Honorable Mention,"Wednesday, May 2, 2012",Positive
Freak Out! My Life with Frank Zappa,good look at Zappa/Mothers 66-70,"Tuesday, May 1, 2012",Negative
Freaked Out By The New Covenant,A truly inspiring account of one man's hunt for truth!,"Wednesday, May 2, 2012",Positive
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,As good as advertised,"Tuesday, May 1, 2012",Positive
Frederic Church,Excellent book about an excellent artist,"Monday, April 30, 2012",Positive
Free Fall of Webster Cummings,"Great book, great seller!","Monday, April 30, 2012",Positive
"Free Money """"They"""" Donít Want You to Know About (Kevin Trudeau's Free Money)",Complete and Utter Scam,"Sunday, April 29, 2012",Positive
"Free Money ""They"" Don't Want You To Know About",not so free money,"Tuesday, May 1, 2012",Positive
Free My Heart of Grief to Love,Inspiring,"Wednesday, May 2, 2012",Negative
Free Will,Muddled and disappointing,"Sunday, April 29, 2012",Positive
Free Will: A Very Short Introduction,"A Brief Synopsis of the ""Free Will"" Question","Sunday, April 29, 2012",Positive
Free is Beautiful: Why Catholics Should be Libertarian,"Very thought provoking, but leaves me asking some questions","Sunday, April 29, 2012",Positive
"Free-Range Chicken Gardens: How to Create a Beautiful, Chicken-Friendly Yard",Chicken Gardens,"Wednesday, May 2, 2012",Positive
Freedom Is Blogging in Your Underwear,Good content but really thin,"Monday, April 30, 2012",Negative
Freedom Is Blogging in Your Underwear,"Great message, fun art, way too short","Sunday, April 29, 2012",Positive
"Freedom Song: The Story of Henry ""Box"" Brown",A harrowing escape,"Tuesday, May 1, 2012",Positive
Freedom in the Spirit,From the Back Cover,"Sunday, April 29, 2012",Positive
Freedom of Simplicity: Finding Harmony in a Complex World,review of life,"Sunday, April 29, 2012",Positive
Freedom: A Novel (Oprah's Book Club),"An updated ""World According to Garp""","Tuesday, May 1, 2012",Positive
Freedom: A Novel (Oprah's Book Club),"Fun, political, skewering of modern life.","Sunday, April 29, 2012",Positive
"Freeing Your Child from Negative Thinking: Powerful, Practical Strategies to Build a Lifetime of Resilience, Flexibility, and Happiness",My son sleeping issues cuz of fear  8yrs old,"Wednesday, May 2, 2012",Positive
Freeze Frame,Setting+Character+Plot=Intrique,"Sunday, April 29, 2012",Positive
French Bombers of World War II in action - Aircraft No. 189,French Bombers,"Monday, April 30, 2012",Positive
"French Kids Eat Everything: How Our Family Moved to France, Cured Picky Eating, Banned Snacking, and Discovered 10 Simple Rules for Raising Happy, Healthy Eaters","Intersting ideas, but you might be turned off by the tone","Wednesday, May 2, 2012",Positive
French Language Learner,great value,"Sunday, April 29, 2012",Positive
French Silk,French Silk,"Sunday, April 29, 2012",Positive
Fresh & Easy: What to Cook & How to Cook It,good for beginner cooks,"Wednesday, May 2, 2012",Positive
"Fresh Food from Small Spaces: The Square-Inch Gardener's Guide to Year-Round Growing, Fermenting, and Sprouting",Small Space Homesteading,"Monday, April 30, 2012",Positive
Fresh From the Clothesline: Quilts and Small Projects With Vintage Appeal,Great book,"Sunday, April 29, 2012",Positive
Fresh-Brewed Life Revised & Updated: A Stirring Invitation to Wake Up Your Soul,Fresh Brewed Life,"Sunday, April 29, 2012",Positive
Freshman Year & Other Unnatural Disasters,"Freshman Year & Other Unnatural Disasters, A BookBandit Review","Wednesday, May 2, 2012",Positive
Fret Work Step-By-Step,Fret Not!,"Monday, April 30, 2012",Positive
Freud,Just what I was looking for,"Wednesday, May 2, 2012",Negative
Frida Kahlo Postcard Book (Collectible Postcards),missing 7 postcards from the book,"Tuesday, May 1, 2012",Negative
Friday My Radio Flyer Flew,Cutest book eva!,"Tuesday, May 1, 2012",Positive
Friedrich Nietzsche Samtliche Briefe Kritische Studienausgabe: In 8 Banden (German Edition),English translation.,"Wednesday, May 2, 2012",Neutral
Friends Like Us,"Smart, funny, insightful","Tuesday, May 1, 2012",Positive
Friends at the Table: The Ultimate Supper Club Cookbook,Supper Club 101,"Wednesday, May 2, 2012",Positive
"Friends, Lovers, Chocolate: An Isabel Dalhousie Mystery","Not for everyone, probably, but there's a good deal of thoughty stuff here","Sunday, April 29, 2012",Positive
Friendship Bread: A Novel,"Bread, relationships, and growth","Monday, April 30, 2012",Positive
Friendship Bread: A Novel,Delicious.....,"Tuesday, May 1, 2012",Positive
"Friendship Triangles: 15 Beautiful Quilting Projects, Triangle Exchange Ideas, Easy, Step-by-step Technique",Book Review,"Sunday, April 29, 2012",Positive
Fritz Von Erich: Triumph and Tragedy,wrestling kayfabie,"Sunday, April 29, 2012",Positive
From Animal House to Our House: A Love Story,Equal Parts Hopeful and Suspenseful,"Tuesday, May 1, 2012",Positive
From Being Considered At-Risk to Becoming Resilient: An Autoethnography of Abuse and Poverty Second Edition,"Resilience Personified - a must-read for educators, child advocates, and victims of child abuse","Tuesday, May 1, 2012",Positive
From Being Considered At-Risk to Becoming Resilient: An Autoethnography of Abuse and Poverty Second Edition,This is what hope looks like...,"Tuesday, May 1, 2012",Positive
From Curries to Kebabs: Recipes from the Indian Spice Trail,Simply awesome!,"Wednesday, May 2, 2012",Positive
From Dead to Worse (No. 8) Publisher: Ace; Reprint edition,It's OK,"Sunday, April 29, 2012",Positive
From Failure to Promise: An Uncommon Path to Professoriate,An inspirational and motivational look on the pursuit of professional success,"Wednesday, May 2, 2012",Positive
From Failure to Promise: An Uncommon Path to Professoriate,great book!!!,"Tuesday, May 1, 2012",Positive
From Good Hands to Boxing Gloves: The Dark Side of Insurance,Tells It Like It Is,"Wednesday, May 2, 2012",Negative
From Habiru to Hebrews and Other Essays,An Essential Book,"Monday, April 30, 2012",Positive
From Headset to Helmet,Knowledge is the Reduction of Uncertainty,"Sunday, April 29, 2012",Positive
From Life's Pathways,Well Chosen Pathways...,"Tuesday, May 1, 2012",Positive
From Multiple Sports To Multiple Sclerosis: Fighting The MS Battle - A True Story,I am INSPIRED!!!,"Monday, April 30, 2012",Positive
From Sin to Amazing Grace: Discovering the Queer Christ,Feeling the Refreshing New Winds of Grace,"Monday, April 30, 2012",Positive
From Still to Motion: Editing DSLR Video with Final Cut Pro X,"Worth the buy, great little reference.","Tuesday, May 1, 2012",Positive
From The Earth With Love,The best vegan recipes!,"Wednesday, May 2, 2012",Positive
From Vines to Wines: The Complete Guide to Growing Grapes and Making Your Own Wine,wine review,"Tuesday, May 1, 2012",Negative
From admiral to cabin boy,Naivete in high places,"Monday, April 30, 2012",Positive
From the Ashes,solid suspense,"Wednesday, May 2, 2012",Positive
"From the Dog's Mouth: Barks, Yelps and Growls",Darby Soars,"Wednesday, May 2, 2012",Negative
